epoch,train_loss,val_loss
1,0.8124897768100102,0.7462615370750427
2,0.4496720641851425,0.6451770275831222
3,0.3239272424330314,0.5948732867836952
4,0.24975286461412907,0.5819587487727403
5,0.21364540196955203,0.5732375457882881
6,0.18583205845206976,0.5448881719261408
7,0.16732286165157953,0.5367319215089082
8,0.1518054437202712,0.510043504461646
9,0.14003643033405144,0.4951867502182722
10,0.1301129593824347,0.4705213638022542
11,0.11473291544243694,0.4097184544429183
12,0.10061784734328588,0.3848460817709565
13,0.09621783054123322,0.3715202871710062
14,0.0900395166594535,0.36147816143929956
15,0.0851114916925629,0.34495244808495046
16,0.08375149521355828,0.3377903638407588
17,0.08132339070240656,0.3400967700406909
18,0.07927452538472911,0.33470819126814605
19,0.07979638663431009,0.3367893295362592
20,0.07768508087222775,0.3369029635563493
21,0.07641874269271891,0.33199410755187275
22,0.0781025022889177,0.3285107634961605
23,0.0785078413474063,0.33104989491403103
24,0.07380245278278987,0.3261536881327629
25,0.07224458788211147,0.3230374414473772
26,0.07251623825480541,0.33033263459801676
27,0.07128906558888654,0.3227820487692952
28,0.07014079176199933,0.32767500411719086
29,0.07109246623391906,0.31760700047016144
30,0.06974327477316061,0.3215344039723277
