train,val,f1_val
0.451424303486466,0.6443309185878289,0.13950502814962493
0.3326335423410575,0.7244184601427563,0.1641446894139187
0.27691085432984225,1.14565149074505,0.13329086708267254
0.22172978328958526,1.009123023027893,0.29622395828481357
0.185526348551026,1.1243766529977703,0.15761935900979163
0.16564994243725975,1.1847708125794518,0.19917355368096037
0.15420156135770668,1.2045041179067497,0.22662889515872708
0.13141821353643257,1.422423561384097,0.09092638382406697
0.12031840774929979,1.9421127774509264,0.05613247258542307
0.09804279749775538,1.7196107235636604,0.10064773291637652
0.0891084371525728,1.8281547591719904,0.1028037383056989
0.08466194582294367,1.9765870932844172,0.10460901086271499
0.07745230617333085,1.8819624092985494,0.10319917439354394
0.0746012538444463,1.815747060741573,0.10494141618462556
0.07326439401711539,1.9852616552882616,0.10264227640730683
0.06898363420434853,2.036122197510188,0.10290371878268995
0.06535988253478318,2.2201008365637707,0.10296411855293923
0.052622340873233454,2.309515745881733,0.10185185183829944
0.048335694412458885,2.312684027115624,0.10412371132698064
