epoch,g_loss,d_loss,e_loss
1,1.347203225925051,1.6862280533231537,0.01590662453612634
2,1.4989510527972518,1.5916164661275929,0.008962225698833835
3,1.9134049621121636,1.5180193309126229,0.004391764900807677
4,2.8219680292852996,1.5730875113914753,0.0036727847483266018
5,2.962504304688552,1.5064289076574917,0.0037806397865943865
6,2.302666154401056,1.535427607339004,0.003273258732374886
7,2.0796451157537,1.587399355296431,0.0029825387956124954
8,1.3740289827872967,1.6900790477621144,0.008286241642681175
9,1.7748986605940194,2.071501372189357,0.014615698621190828
10,1.370225273329636,1.6245277133481255,0.008290866855531931
11,1.54386030805522,1.57201611173564,0.005446782993987717
12,1.5802876784883697,1.548884728859211,0.004753550546693391
13,1.548525518384473,1.5768330508265003,0.003247513700726217
14,1.4285619998800343,1.6528776966292282,0.0031193683229001432
15,1.4816478079762951,1.6331215192531716,0.002945998571170815
16,1.8681569962665951,1.5342624680749302,0.0031597625769289404
17,2.2298307501036545,1.5869548074130355,0.0036231021894591636
18,2.0405518761996566,1.646298803132156,0.0036493270288639025
19,1.4858315628150414,1.7324549124158661,0.005263525342311838
20,1.3613437578595917,1.6824243274228325,0.00434773161621957
21,1.5290465478239388,1.596818780076915,0.004367319979415885
22,1.8569727478356197,1.558373734868806,0.005245007823446187
23,1.7752362489700317,1.5623569365205436,0.005978665523359488
24,1.5806616873576724,1.6636256308391177,0.006226166938270988
25,1.3646774744165355,1.670352294527251,0.007592402414643559
26,1.4317733296032609,1.61548375261241,0.0064401952710388035
27,1.6369392501896824,1.6858522974211594,0.01358535643345837
28,1.4239238541701744,1.6694196215991317,0.01149912262014274
29,1.7071825389204354,1.5189882804607522,0.00541965262803795
30,1.8232483041697536,1.4619005548542943,0.003587149099671635
31,1.8385208886245201,1.5200090449431847,0.0037685414567461303
32,1.8340134374026595,1.501942544147886,0.004574142372364114
33,1.975206864291224,1.4842552522133137,0.004494491787948485
34,1.4739689169258907,6.127310724093996,0.011684468297030905
35,1.3738722760101845,1.6733257318365162,0.011746741221125784
36,1.3794694933398017,1.6955840587615967,0.01063007909547666
37,1.385394285465109,1.6620387907685905,0.00861353610224765
38,1.4995548231848355,1.646876150164111,0.008525770446606752
39,1.4641122365819996,1.6272406824703873,0.0058533625902029976
40,1.7346900043816402,1.690238644336832,0.005998299826450389
41,1.5792994252566634,1.5938074342135726,0.004375392587148938
42,1.78606798319981,1.5782176954992886,0.004003784346297897
43,1.9037486520306817,1.6512828983109573,0.0036395740261751003
44,1.3392323995458668,2.075827277939895,0.005238931618052824
45,1.38186514377594,1.689588423432975,0.004088731884057152
46,1.510391350450187,1.6511735875031044,0.0038636883495953575
47,1.8707072529299507,1.5186696381404483,0.0035584244299037703
48,1.9789766525400097,1.46835248634733,0.0031656892809631496
49,2.2631913957924676,1.457183496705417,0.0030275075294976606
50,2.251800035608226,1.4672121878327995,0.003336183325355423
51,2.38268623680904,1.4334636227837925,0.003399410726630996
52,2.4310265985028496,1.4654138704826092,0.0033969344362488082
53,2.47542483231117,1.450220564316059,0.003180939736294335
54,2.482070643326332,1.4620231307786087,0.003364775345885548
55,2.567434861742217,1.4491045557219406,0.0032858790765548573
56,2.1830254546527206,1.518582430379144,0.004194688035881725
57,2.203598306096833,1.6883397348995866,0.004637245442075976
58,1.3075231067065536,1.715738765124617,0.01722425941763253
59,1.3802037937887783,1.6887891991385098,0.016709463301532227
60,1.3721251734371842,1.6761142796483532,0.008618195766005022
61,1.3872613824647049,1.685880710338724,0.009123705054536975
62,1.410475755559987,1.6769519222193752,0.006360495366669935
63,1.8641591483149036,1.6340495142443427,0.005376697309186746
64,2.5479692755074335,1.7508215452062672,0.0036361374217888406
65,1.4844938434403518,1.6926374723171365,0.004145797165431853
66,1.6269592252270928,1.6636342015759698,0.004171748107684584
67,1.9705244056109725,1.671935825512327,0.0036466478787619493
68,1.3554190109516013,1.6814032299765225,0.003756311031636493
69,1.3986703198531578,1.693608415537867,0.005490210116038035
70,1.3146410728323048,1.674255449196388,0.010380224196304536
71,1.4113385389591087,1.6610094802132969,0.008565470014281314
72,1.4066603471492898,1.6506644322954376,0.00938428230262522
73,1.447389450566522,1.6412385126640057,0.01140636189615932
74,1.5087316858357396,1.6687251206102043,0.01072592487366035
75,1.4958838676584179,1.6745140675840706,0.010008340701460838
76,1.4257529275170688,1.6603711596850692,0.007655702354707594
77,1.3556035633744865,1.691801934406675,0.005757875676298964
78,1.3854562784063404,1.6824871877144123,0.004146424997276787
79,1.427337490279099,1.6726485244159042,0.004565838130255197
80,1.4562521802967991,1.671869290286097,0.005514176225225474
81,1.4877892979260148,1.6347752069604808,0.00955018640399493
82,2.1974103697415055,1.4349335062092747,0.007517888130427435
83,2.409657281020592,1.4401302337646484,0.004459408970935078
84,2.5402280215559334,1.4271489464003464,0.004192960697451028
85,2.677460448495273,1.4215411317759548,0.0038237749871894203
86,2.6881558977324387,1.442800941138432,0.003731812623425804
87,1.6736820155176624,1.6820883093209102,0.005512516552197008
88,2.325705622804576,6.614632507850384,0.0053268081572806015
89,1.8978341365682667,1.5967683175514484,0.004026816917005284
90,2.4522620603956025,1.5300136640154083,0.005452848890603617
91,1.3559676162127792,1.678337627443774,0.004658645155422133
92,1.4331492802192425,1.6957911581828677,0.005923685617744923
93,1.591996295698758,1.6401507895568321,0.005005682368987593
94,2.351715827810353,1.5364193957427452,0.004510515000157315
95,2.3192525197719704,1.5867179303333676,0.004746865055620156
96,1.8478174497341286,1.8021763522049477,0.004587881692588843
97,1.3602032661437988,1.6581155637214924,0.0035269301994864284
98,1.5862018568762417,1.618859574712556,0.0030235031314579577
99,2.270381841166266,2.1665393360729874,0.003567458836939828
100,1.881509390370599,1.7311551529785683,0.0046404226329819906
101,2.024645312079068,1.5978205573969875,0.0042438166906479105
102,1.5420187423969138,1.666109714014777,0.00846955319866538
103,1.7279539354916276,1.5247619563135608,0.006523983569109234
104,1.8607947497532284,1.5622161832349053,0.00810767629922464
105,2.0702120641182207,1.4969174450841443,0.0062335270360626025
106,2.320186031275782,1.4512953758239746,0.003950113759793598
107,2.3468900302360796,1.4883413397032639,0.0038969558342520534
108,2.5096765962140313,21.794240758336823,0.004601138001628991
109,2.358534475852703,1.4532288436231942,0.00590659869064031
110,2.3469001054763794,1.426571381503138,0.003891100882199304
111,1.887392993631034,1.5419243039755985,0.0035720414979832954
112,1.3832316275300651,1.6250459531257893,0.0036285262362196528
113,1.4919844249199177,1.6061604804006115,0.005229572797643727
114,1.3844783799401645,1.6806107471729148,0.005066704567007977
115,2.186120892393178,1.5052268751736344,0.005582981919548635
116,2.445775138920751,1.4638916829536701,0.004833984413537486
117,2.5974023013279357,1.4737186966271236,0.004618294521010128
118,1.6024453763304085,1.8591997212377087,0.008666313060655677
119,1.3810547508042434,1.6782656825821975,0.0055576512622165265
120,1.3992882514822071,1.6579391504156178,0.0036718895707022526
121,1.7758136206659778,1.6292358472429473,0.003691009302013393
122,2.1251359150327485,1.5876061381964848,0.0038367034626546606
123,1.7102861404418945,1.861766552102977,0.00852378274731595
124,1.3837975304702232,1.6695557627184638,0.00526243238709867
125,1.9804465729614784,1.5792558069886833,0.004138045647213685
126,1.7326485370767528,1.7536682301554187,0.004933654732102978
127,1.3932115209513698,1.6601870717673466,0.003658953837343845
128,1.460849507101651,1.6560864736293923,0.003835384573402076
129,2.0372438471892784,1.571521389073339,0.004101328656141614
130,2.2819344750766097,1.6071140067330723,0.0039094759167396815
131,1.496714374114727,1.7333238823660488,0.0043587741795285
132,1.750123825566522,1.7308130963095303,0.0035186615965232767
133,1.5823251831120457,1.6762059680346786,0.003877251930855985
134,1.5412872207575832,1.6885388966264396,0.0049393503155944676
