epoch,g_loss,d_loss,e_loss
1,1.383500643265553,1.653952833933708,0.006594662303821399
2,1.4783127430157783,1.6387442380954058,0.004918246219555537
3,1.8598938691310394,1.5867667075915215,0.010681305146322418
4,1.5919069647789001,1.7166468363541822,0.00854339990287255
5,1.323206840417324,1.7036664210833037,0.007760273973242595
6,1.357897400856018,1.6764978078695445,0.005351320350876985
7,1.3570508437278943,1.6687982510297725,0.0029048618490401753
8,1.3728879812436225,1.674797541055924,0.0023611975559152854
9,1.3700849673686883,1.6823523808748295,0.0024674772464025477
10,1.3751302285072131,1.6722771938030536,0.0033633340902339956
11,1.3751734709128356,1.686101427445045,0.005528618605473103
12,1.3816648354897132,1.6735764894730005,0.006589965536617315
13,1.3857403290577424,1.6903375937388494,0.007202713010020745
14,1.3930852535443428,1.6597290956057036,0.0048631767455775
15,1.615920412234771,1.6137012793467596,0.005003909198328471
16,1.767461018684583,1.581859337977874,0.007922777285178503
17,1.3597785830497742,1.7154748837153118,0.005706880337152726
18,1.3790353383773413,1.670472930639218,0.003391888691112399
19,1.3862399199070075,1.6531949868569007,0.004214544004450242
20,1.3938688803941777,1.6566397196207292,0.00455879174077358
21,1.3942070099023671,1.662583345021957,0.00412958930246532
22,1.3874338467915852,1.6702503088193061,0.003871246581324018
23,1.5256281143579729,1.6413274025305724,0.005671448563822569
24,2.0306176864183865,1.5610137627674983,0.011045226683983436
25,2.009903299502837,1.596895972887675,0.01056315592275216
26,1.7526331222974336,1.7748955427071986,0.007062642393299403
27,1.3683418799669316,1.6836586915529692,0.008614135321038656
28,1.42721181955093,1.6492204543871758,0.009970341629993457
29,2.021276804117056,1.5578108353492541,0.006388578623628769
30,1.7671671311060588,1.7155760740622497,0.004581515522052844
31,1.3658772279054692,1.6695996584036412,0.005961172975217685
32,1.7648230943924341,1.5948654443789752,0.005402835766569926
33,1.8578158494753716,1.6427766971099071,0.006662567707304007
34,1.3419585411365216,1.6843648323645959,0.009332060598983215
35,1.3916090023823273,1.657843760955028,0.0067945873985687895
36,1.9080303479463627,1.5656926326262646,0.007178456797145116
37,1.9128936804257906,1.6448980569839478,0.008059418915460506
38,1.41101750655052,1.7373382831231141,0.007845026405098347
39,1.38946205836076,1.663220879359123,0.013909150249300858
40,1.4409354436091888,1.6167521354479668,0.011217940324105514
41,1.7648435005774865,1.7880192200342815,0.01238419046291174
