epoch,generator_loss,discriminator_loss,embedder_loss
1,98.67981363932292,1.6946191549301148,3.6955858945846556
2,93.0253288269043,1.3774369915326437,2.9332579056421917
3,95.89909413655599,1.3577143629391988,3.363457131385803
4,92.38156483968099,1.2869432806968688,2.683236372470856
5,92.60706329345703,1.2912971218427023,2.3777941942214964
6,60.544558970133465,1.1934382001558939,2.1210386514663697
7,100.81917622884114,1.406181033452352,2.102357494831085
8,111.48428421020508,1.9619411786397298,2.0790103872617087
9,113.96221516927083,1.2372580230236054,2.051165759563446
10,81.22250544230143,1.8299922148386638,2.3304874459902445
11,92.38568903605143,1.4001620411872864,2.1879296859105426
12,94.7700408935547,1.3744453549385072,1.9354238867759705
13,89.13254725138346,1.356850278377533,1.830919075012207
14,85.85189056396484,1.3405612190564473,1.7857399622599284
15,83.64423243204753,1.319356902440389,1.7441809276739757
16,41.466548156738284,2.7146383126576743,1.6607186257839204
17,30.112426948547363,2.219078981876373,2.0987194617589315
18,39.00928840637207,1.9834286451339722,2.0187442104021707
19,31.309156227111817,1.9032512625058493,1.6961921095848083
20,27.194774500528972,1.8837143262227376,1.6379114349683126
21,58.73463726043701,1.8781954248746235,1.675850220521291
22,98.9331438700358,1.4292202909787497,1.6558813532193501
23,92.85411198933919,1.214474630355835,1.593152266740799
24,93.31807047526041,1.5150719046592713,1.5875671664873758
25,90.93396962483725,1.489342248439789,1.5671643575032552
26,95.00760498046876,1.5946064472198487,1.5462535957495371
27,86.12699534098307,1.5805411736170452,1.4571408788363138
28,67.9147268931071,1.4895702719688415,1.4379277924696605
29,60.92539405822754,1.6668095548947652,1.5081515570481618
30,31.832839647928875,1.714548401037852,1.4142869810263317
31,32.99425983428955,1.8924527645111084,1.4255930562814076
32,53.941758728027345,1.9977265874544778,1.7259352366129557
33,72.6070686340332,1.8795767426490784,1.8937291920185089
34,69.82872072855632,1.7779391487439473,1.5155600448449453
35,61.9499013264974,1.4817969759305318,1.429144299030304
36,54.76774660746256,1.786337681611379,1.4305377622445425
37,37.40523732503255,2.0452511946360272,1.3931519190470378
38,37.254454867045084,1.8723158240318298,1.3851178685824077
39,41.5694330851237,1.843669346968333,1.352779754002889
40,30.736888313293456,1.827684791882833,1.4061159590880077
41,27.939845975240072,1.8850041429201763,1.315431187550227
42,52.066216786702476,1.8907371918360392,1.2728867729504902
43,47.46826095581055,1.8588948965072631,1.3420681178569793
44,46.942059961954754,1.790104337533315,1.3100020607312521
45,31.907729466756184,1.8856619397799175,1.3081500868002574
46,28.893167622884114,1.869024352232615,1.293811551729838
47,52.188173611958824,1.8498663504918416,1.3511905670166016
48,83.6211316426595,1.5088478922843933,1.5762621959050496
49,82.49721323649088,1.2752552151679992,1.333031177520752
50,79.0523785909017,1.227874481678009,1.3052345017592113
51,92.35157699584961,1.2490025520324708,1.2476610362529754
52,88.30402654012045,1.1179500063260397,1.2154164552688598
53,73.12692311604818,1.1072132349014283,1.2029040416081747
54,71.05036799112956,1.0895931045214335,1.1481836438179016
55,66.6653616587321,1.1959598183631897,1.1956564128398894
56,70.21627960205078,1.1339965601762136,1.2213531712690988
57,74.41967849731445,1.0843436519304912,1.1877686123053233
58,75.0415163675944,0.9237008273601532,1.2072448253631591
59,73.54006627400716,0.9333491444587707,1.1524116357167562
60,70.37928581237793,0.9978609999020894,1.1447508354981741
61,70.49652926127116,1.0820693929990133,1.1304501314957938
62,57.30190823872884,1.406241269906362,1.1194291134675345
63,43.71669578552246,1.7253523468971252,1.111652382214864
64,36.39095058441162,1.6721200267473857,1.0747881472110747
65,28.705313809712727,1.6805770516395568,1.1042458216349285
66,25.5813928604126,1.5907621741294862,1.0658478617668152
67,30.676669947306316,1.608383043607076,1.0575798849264781
68,64.9770237604777,1.603941798210144,1.5166087011496225
69,112.49939982096355,1.1390642166137694,2.1904700756073
70,102.75951741536458,0.7525590280691783,1.5285212059815725
71,99.55661188761393,0.8721360941727956,1.3363402644793192
72,98.40606231689453,0.8641679445902507,1.194220381975174
73,100.60033060709635,3.0403594811757406,1.1257933696111044
74,88.09706420898438,1.2256175895531973,1.1095138808091483
75,83.3668955485026,0.5768118252356847,1.0685845414797466
76,82.85662053426107,0.26843398809432983,1.1034708460172018
77,84.00134353637695,0.37713345636924106,1.080570212006569
78,83.9208590189616,1.7560421327749889,1.0960232396920522
79,97.85248260498047,1.0046671648820242,1.0304583082596461
80,86.02662251790365,0.5660115877787272,1.0730388522148133
81,81.02254079182943,0.5175703595081965,1.0583112508058548
82,64.3064353942871,1.3071309506893158,1.0165722280740739
83,59.55950813293457,1.0239162166913351,1.0467963675657908
84,57.65835189819336,0.5371595015128453,1.0412357846895854
85,57.45789731343587,0.636849652727445,0.998814566930135
86,58.18793195088704,1.0794901271661124,1.0159920106331508
87,56.7309824625651,1.7554832259813944,1.022697393099467
88,112.7988052368164,1.2009519040584564,0.967447700103124
89,104.7094502766927,0.5524824817975362,0.9628783156474431
90,103.74669723510742,1.5355167617400487,0.9689650456110637
91,93.08741785685221,1.3002263069152833,0.9623360286156336
92,86.01225357055664,1.0865683674812316,0.9329939554135005
93,114.25494588216146,0.5286085764567058,0.9163495351870855
94,103.04383799235026,0.37848848203818003,0.9277669121821721
95,95.84692687988282,0.7044056579470634,0.9225721855958303
96,94.04546432495117,0.4747737367947896,0.9206385950247447
97,94.51205190022786,0.2860946347316106,0.8872547914584478
98,94.04095179239908,0.20351814851164818,0.9213286310434341
99,93.40677897135417,0.16452155609925587,0.9105800102154414
100,92.8894442240397,0.12491398279865583,0.9227284153302511
