epoch,train_loss,val_loss
1,0.3787124710459564,0.6513262869617373
2,0.1649470263274034,0.6287495548424032
3,0.1405741579050349,0.6698098253727574
4,0.12174408969695906,0.660685111413297
5,0.11404608677116197,0.6755356009396696
6,0.10907404159976018,0.6368356998433772
7,0.10881096169641996,0.6665124244143054
8,0.104870027738208,0.6250789672443547
9,0.10047198656468175,0.6488065186926385
10,0.10752627814056452,0.6269801217563373
11,0.09899219471294232,0.6377007387693703
12,0.09701204315973194,0.6249912893879659
13,0.09667782569020936,0.6252786982612512
14,0.09289256491182321,0.6416915104599651
15,0.09385596274089925,0.6199140092454005
16,0.09250925849443553,0.6317596807595842
17,0.08946116300413033,0.6232505602973331
18,0.0869813693287732,0.6123016949973463
19,0.08770373185649766,0.6061005183044321
20,0.08333111653022619,0.6123665833039228
21,0.08419907458655133,0.6062549815810833
22,0.08469151005123716,0.611359792483068
23,0.0843863686046412,0.6191660662556124
24,0.08594167957120147,0.5984057183425451
25,0.08248553956651154,0.6258845630380296
26,0.07882600689992762,0.609189133006196
27,0.07833207802488343,0.6281322970141455
28,0.0763481751759222,0.6183929131894382
29,0.0798458054148894,0.5950371063957663
30,0.07692854627463463,0.719582009302049
31,0.07441898261045886,0.7102627649749678
32,0.0735913128277438,0.6914691737824187
33,0.07260910103984831,0.78047078315015
34,0.07140825579030993,0.7165915128899757
35,0.07244749817323896,0.7946960505808598
36,0.07174084173999978,0.896391576405653
37,0.07090732717738688,0.5439900157723537
38,0.07068598884192447,0.5593953471746027
39,0.0685706637914582,0.543403900199637
40,0.06602428549966724,0.5246038459356606
