train_loss,val_loss
0.4019019445594476,1.2252666731091106
0.1990546876070451,1.1790996623389862
0.16705615483984657,1.165712243932135
0.14131418007368945,1.1247740142485674
0.1193194501862234,1.1048218594754444
0.10399447153417432,1.0900436674847322
0.0939558919291107,1.0722033348591888
0.08832640915500875,1.0939181383480043
0.08425789835805796,1.0861918715869678
0.09162157964037389,1.085048241650357
0.08240647233870564,1.0811578576617382
0.07545721979469669,1.0802848030100851
0.07145160824364545,1.060664034284213
0.06832678349954742,1.0514434646157658
0.06603332240210504,1.0258791707456112
0.0644261039489386,1.0049163911710768
0.06524807693702835,0.99266305401483
0.0649468946669783,0.9563976320273736
0.05833810142108372,0.8898738261093112
0.05711856358969698,0.7924979127505246
0.05469971363033567,0.7105335209737805
0.05326393866265307,0.6107236215954318
0.05441729386090016,0.5341915667933577
0.049842588869588714,0.5236511455081841
0.05157920862643086,0.5112574036945315
0.05177085500742708,0.42770622725434165
0.04781560903909255,0.4575214712497066
0.04841146184777727,0.4521649797611377
0.04460200013554826,0.4329330885015866
0.04281214514405143,0.40306774680228796
0.04405916014648214,0.4342394322156906
0.04257693529433133,0.4236207167234491
0.043154402540958654,0.446314764154308
0.04219895152717221,0.3919798718655811
0.03983796003977863,0.3951243177494582
0.03915220860163776,0.41849958633675294
0.039249541466029325,0.38987848754314813
0.038199025339313915,0.408813858843025
0.03793122615589171,0.33588185917366953
0.03815456844714223,0.3542142209103879
0.0377579682639667,0.4520033843377057
0.037480453979604096,0.38866436777307706
0.03734279507581068,0.42442023381590843
0.03915769492789191,0.3669284964528154
0.04427308786888512,0.4012837546932347
0.03565714116759446,0.30932281944243345
0.035408343853695054,0.3466378955499214
0.036401014660998265,0.3635831572772825
0.03660626967950743,0.41856087196399183
0.03411943864609514,0.32137163257335916
0.03838074560828355,0.3973658985513098
0.03367258885837331,0.3343232083408272
0.03320792864780037,0.3947210504728205
0.0352469125800595,0.3112317145089893
0.03507852493500223,0.3531663295100717
0.03419793104486806,0.34405474693459626
0.03272967705769198,0.2996879903709187
0.03391238693528029,0.4891176912933588
0.03202613644605996,0.3595253405544688
0.03363194449671677,0.332208970999893
0.03296571806529347,0.3864098919884247
0.0320217673267637,0.30955363097874555
0.03206151267703699,0.348230803714079
0.03084695696526644,0.3793186768889427
0.030695136256363928,0.375060175819432
0.030506755396419644,0.3116839800906532
0.031880516901004075,0.2918783711159931
0.031318363030346075,0.34311082400381565
0.03165698066657903,0.5475568382946008
0.029737847305986345,0.36219714001259384
0.03055164297776563,0.3667272058151224
0.03259190917015076,0.27487333524314794
0.03294164330071332,0.2778944126604235
0.0336098380538882,0.3291942469556542
0.033511790275877834,0.49766198973007064
0.030003841434206282,0.4320803569520221
0.03115194100810557,0.34762318563811917
0.030868615651009033,0.32573875253472256
0.02964447081393125,0.3370678676840137
0.028392279444604505,0.3189857893568628
