AIT201.Pv,AIT202.Pv,AIT203.Pv,AIT401.Pv,AIT402.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,DPIT301.Pv,FIT101.Pv,FIT201.Pv,FIT301.Pv,FIT401.Pv,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,FIT601.Pv,LIT101.Pv,LIT301.Pv,LIT401.Pv,MV101.Status,MV201.Status,MV301.Status,MV302.Status,MV303.Status,MV304.Status,MV501.Status,MV502.Status,MV503.Status,MV504.Status,P101.Status,P102.Status,P1_STATE,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P2_STATE,P301.Status,P302.Status,P3_STATE,P401.Status,P402.Status,P403.Status,P404.Status,P4_STATE,P501.Status,P502.Status,P5_STATE,P601.Status,P602.Status,P6_STATE,PIT501.Pv,PIT502.Pv,PIT503.Pv,UV401.Status,t_stamp
18.0722885,7.51941824,135.708786,0,0,7.61554766,149.6283,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29419291,1.29928231,1.1651082,0.116122015,0,0.000256303465,695.2841,1006.75311,632.1841,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:00.000
18.104332,7.51461172,135.708786,0,0,7.61234331,149.6283,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29419291,1.29928231,1.16613293,0.116122015,0,0.000256303465,695.1271,1006.75311,631.838,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:01.000
18.104332,7.508844,135.708786,0,0,7.61234331,149.6283,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29419291,1.29928231,1.16613293,0.116122015,0,0.000256303465,694.930847,1006.75311,631.6842,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:02.005
18.104332,7.50467825,135.708786,0,0,7.61234331,149.525757,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29419291,1.29928231,1.17253745,0.116122015,0,0.000256303465,694.930847,1006.75311,631.6073,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:03.010
18.104332,7.498911,135.708786,0,0,7.611382,149.525757,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29419291,1.29928231,1.16959143,0.116122015,0,0.000256303465,694.8523,1006.75311,631.2997,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:04.015
18.104332,7.498911,135.708786,0,0,7.609139,149.397583,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29419291,1.29928231,1.15601385,0.116122015,0,0.000256303465,695.0878,1006.75311,631.2612,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:05.020
18.104332,7.498911,135.708786,0,0,7.607537,149.397583,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29457712,1.29928231,1.15921617,0.116122015,0,0.000256303465,694.9701,1006.75311,630.684448,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:06.025
18.104332,7.498911,135.708786,0,0,7.607537,149.397583,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29585755,1.30261469,1.16433966,0.116122015,0,0.000256303465,694.7738,1006.75311,630.53064,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:07.030
18.104332,7.50852346,135.708786,0,0,7.607537,149.397583,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29585755,1.30261469,1.1651082,0.116122015,0,0.000256303465,694.8916,1006.75311,630.646,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:08.035
18.104332,7.511728,135.708786,0,0,7.607537,149.397583,46.91105,1.84568059,3.44132137,0.0,0.000256303465,0.0006405534,1.29278445,1.30389643,1.17407453,0.116122015,0,0.000256303465,695.1663,1006.75311,630.684448,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,1,12,1,1,2,232.376312,2.0183897,206.9982,2,2020-06-22 10:00:09.040
