AIT201.Pv,AIT202.Pv,AIT203.Pv,AIT401.Pv,AIT402.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,DPIT301.Pv,FIT101.Pv,FIT201.Pv,FIT301.Pv,FIT401.Pv,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,FIT601.Pv,LIT101.Pv,LIT301.Pv,LIT401.Pv,MV101.Status,MV201.Status,MV301.Status,MV302.Status,MV303.Status,MV304.Status,MV501.Status,MV502.Status,MV503.Status,MV504.Status,P101.Status,P102.Status,P1_STATE,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P2_STATE,P301.Status,P302.Status,P3_STATE,P401.Status,P402.Status,P403.Status,P404.Status,P4_STATE,P501.Status,P502.Status,P5_STATE,P601.Status,P602.Status,P6_STATE,PIT501.Pv,PIT502.Pv,PIT503.Pv,UV401.Status,t_stamp
54.6334267,7.58702899999999,175.237122,0,0,7.31978999999999,257.4468,47.68008,2.34555244,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00256180343999999,0.00230451626999999,0,0.000256303465,602.412048,1008.27515,830.4794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.73982,23.663805,1,2020-06-22 09:00:00
54.6334267,7.58702899999999,175.237122,0,0,7.31978999999999,257.4468,47.68008,2.34555244,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00256180343999999,0.00230451626999999,0,0.000256303465,602.3728,1008.4754,830.5563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.73982,23.663805,1,2020-06-22 09:00:01
54.6334267,7.58190249999999,175.237122,0,0,7.31978999999999,257.4468,47.68008,2.34555244,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00256180343999999,0.00230451626999999,0,0.000256303465,602.2158,1008.4754,830.4409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:02
54.6334267,7.57517338,175.237122,0,0,7.31978999999999,257.472443,47.8082542,2.65316582,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00256180343999999,0.00230451626999999,0,0.000256303465,601.9018,1008.4754,830.979248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:03
54.6334267,7.56972599999999,175.262756,0,0,7.31978999999999,257.574982,47.8082542,2.65316582,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00256180343999999,0.00230451626999999,0,0.000256303465,601.9018,1008.4754,830.5947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:04
54.6334267,7.56652164,175.416565,0,0,7.322033,257.574982,47.8082542,2.65316582,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00256180343999999,0.00230451626999999,0,0.000256303465,602.0981,1008.4754,830.786999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:05
54.6334267,7.56139469,175.416565,0,0,7.323635,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,601.8233,1008.4754,830.825439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:06
54.6334267,7.5591516500000004,175.416565,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,602.1766,1008.4754,830.8639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:07
54.6334267,7.55626774,175.416565,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,602.412048,1008.4754,830.6332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:08
54.6334267,7.55530643,175.416565,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,602.0981,1008.4754,830.671630999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:09
54.6334267,7.55338399999999,175.39093,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,602.1373,1008.4754,830.402466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:10
54.6334267,7.551461,175.237122,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,602.2158,1008.4754,830.402466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:11
54.6334267,7.551461,175.237122,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00243371329,0.00230451626999999,0,0.000256303465,602.1766,1008.4754,830.4409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:12
54.6334267,7.551461,175.237122,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.529846,1008.4754,830.094849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:13
54.6334267,7.551461,175.237122,0,0,7.32395554,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.4906,1008.876,830.2102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:14
54.6334267,7.559472,175.237122,0,0,7.32235336,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.529846,1008.876,830.0564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:15
54.6334267,7.56235599999999,175.237122,0,0,7.32011032,257.574982,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.8046,1008.876,830.2102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7558384,23.663805,1,2020-06-22 09:00:16
54.6334267,7.56652164,175.237122,0,0,7.32011032,257.626250999999,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.529846,1008.876,830.2871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7238,23.663805,1,2020-06-22 09:00:17
54.6334267,7.57100773,175.237122,0,0,7.32011032,257.626250999999,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.2943,1008.876,830.248657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7238,23.663805,1,2020-06-22 09:00:18
54.6334267,7.57453251,175.237122,0,0,7.32011032,257.831329,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.4906,1008.876,830.4794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7238,23.663805,1,2020-06-22 09:00:19
54.6334267,7.580621,175.339661,0,0,7.32011032,257.831329,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.1373,1008.876,830.094849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7238,23.663805,1,2020-06-22 09:00:20
54.6334267,7.58254337,175.39093,0,0,7.32011032,257.831329,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.1766,1008.876,830.2102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7238,23.663805,1,2020-06-22 09:00:21
54.6334267,7.58734941,175.39093,0,0,7.31594467,257.831329,47.8082542,2.49935913,3.75504184,0,0.0003844552,0.000896774756,0.000768295,0.00256344536,0.00153708213,0.00230451626999999,0,0.000256303465,602.333557,1008.876,830.363999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,28.1658554,16.7238,23.663805,1,2020-06-22 09:00:22
