AIT201.Pv,AIT202.Pv,AIT203.Pv,AIT401.Pv,AIT402.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,DPIT301.Pv,FIT101.Pv,FIT201.Pv,FIT301.Pv,FIT401.Pv,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,FIT601.Pv,LIT101.Pv,LIT301.Pv,LIT401.Pv,MV101.Status,MV201.Status,MV301.Status,MV302.Status,MV303.Status,MV304.Status,MV501.Status,MV502.Status,MV503.Status,MV504.Status,P101.Status,P102.Status,P1_STATE,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P2_STATE,P301.Status,P302.Status,P3_STATE,P401.Status,P402.Status,P403.Status,P404.Status,P4_STATE,P501.Status,P502.Status,P5_STATE,P601.Status,P602.Status,P6_STATE,PIT501.Pv,PIT502.Pv,PIT503.Pv,UV401.Status,t_stamp
6.9533453,6.935914,149.269424,0.0,0.0,7.30473,260.0,31.6905918,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.4814,627.483337,1006.242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:00
6.9533453,6.944566,149.269424,0.0,0.0,7.30473,260.0,31.6905918,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.6776,627.483337,1006.1651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:01
6.9533453,6.95321751,149.269424,0.0,0.0,7.30473,260.0,31.6905918,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.7561,627.483337,1006.39581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:02
6.9533453,6.95513999999999,149.269424,0.0,0.0,7.30088472,260.0,31.6905918,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.795349,627.483337,1006.01129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:03
6.9533453,6.965714,149.269424,0.0,0.0,7.30088472,260.0,31.7546787,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.716858,627.483337,1006.43427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:04
6.9533453,6.9702,149.269424,0.0,0.0,7.30088472,260.0,31.7546787,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.7561,627.483337,1006.242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:05
6.9533453,6.971482,149.269424,0.0,0.0,7.30088472,260.0,31.7546787,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.716858,627.483337,1006.39581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:06
6.9533453,6.971802,149.269424,0.0,0.0,7.29896199999999,260.0,31.7546787,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.716858,627.483337,1006.0882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:07
6.9533453,6.971802,149.269424,0.0,0.0,7.29768038,260.0,31.7546787,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.5599,627.483337,1006.35736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:08
6.9533453,6.971802,149.269424,0.0,0.0,7.29639864,260.0,31.7546787,0.769033550999999,3.534157,0.0,0.000256303465,0.0006405534,0.000512196699999999,0.00256344536,0.00192135269999999,0.00217648758999999,0.0,0.000256303465,613.7561,627.483337,1005.85748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.9669323,17.4286346,24.4328383999999,1,2020-06-29 13:30:09
