train,val
0.3431883619335674,1.705023051963912
0.19173310547067016,2.642891767952177
0.14849955778593985,1.4861761546797223
0.11267245542133014,2.401781909995609
0.10765439171919086,2.425375259584851
0.09937673828395821,2.5023196836312613
0.0872621750021541,2.4880751768747964
0.08322359327751919,2.2512974954313703
0.08489231801523059,2.847242232826021
0.07370688022433111,3.235096984439426
0.06530022771166474,2.5627087122864194
0.04965349424930427,3.5851063430309296
0.045602714224099714,3.234617203474045
0.04346993218032306,3.176075749927097
0.045698080611909,4.094092514779833
0.03956569857495343,3.216967115799586
0.038141231533865,4.111251844300164
0.03762102594299104,4.3730703559186725
