P206.Status,t_stamp,AIT202.Pv,P205.Status,P203.Status,FIT503.Pv,PIT501.Pv,FIT502.Pv,MV101.Status,P101.Status,AIT402.Pv,P1_STATE,PIT503.Pv,MV503.Status,P502.Status,P403.Status,MV502.Status,P2_STATE,LIT101.Pv,P6_STATE,AIT503.Pv,P204.Status,LIT301.Pv,AIT201.Pv,P5_STATE,PIT502.Pv,AIT502.Pv,AIT203.Pv,AIT501.Pv,MV504.Status,FIT301.Pv,MV302.Status,MV201.Status,P602.Status,MV303.Status,MV501.Status,LIT401.Pv,MV304.Status,FIT201.Pv,P3_STATE,FIT101.Pv,FIT504.Pv,FIT601.Pv,P302.Status,P4_STATE,P402.Status,AIT504.Pv,P301.Status,P601.Status,P102.Status,P401.Status,FIT401.Pv,DPIT301.Pv,P201.Status,P501.Status,MV301.Status,FIT501.Pv,UV401.Status,AIT401.Pv,P202.Status,P404.Status
1,2020-06-22 10:00:00.000,7.51941824,1,1,0.116122015,232.376312,1.1651082,1,1,0,3,206.9982,1,1,1,2,2,695.2841,2,46.91105,1,1006.75311,18.0722885,12,2.0183897,149.6283,135.708786,7.61554766,1,0.0006405534,1,1,1,1,2,632.1841,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29419291,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:01.000,7.51461172,1,1,0.116122015,232.376312,1.16613293,1,1,0,3,206.9982,1,1,1,2,2,695.1271,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.6283,135.708786,7.61234331,1,0.0006405534,1,1,1,1,2,631.838,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29419291,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:02.005,7.508844,1,1,0.116122015,232.376312,1.16613293,1,1,0,3,206.9982,1,1,1,2,2,694.930847,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.6283,135.708786,7.61234331,1,0.0006405534,1,1,1,1,2,631.6842,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29419291,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:03.010,7.50467825,1,1,0.116122015,232.376312,1.17253745,1,1,0,3,206.9982,1,1,1,2,2,694.930847,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.525757,135.708786,7.61234331,1,0.0006405534,1,1,1,1,2,631.6073,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29419291,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:04.015,7.498911,1,1,0.116122015,232.376312,1.16959143,1,1,0,3,206.9982,1,1,1,2,2,694.8523,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.525757,135.708786,7.611382,1,0.0006405534,1,1,1,1,2,631.2997,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29419291,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:05.020,7.498911,1,1,0.116122015,232.376312,1.15601385,1,1,0,3,206.9982,1,1,1,2,2,695.0878,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.397583,135.708786,7.609139,1,0.0006405534,1,1,1,1,2,631.2612,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29419291,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:06.025,7.498911,1,1,0.116122015,232.376312,1.15921617,1,1,0,3,206.9982,1,1,1,2,2,694.9701,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.397583,135.708786,7.607537,1,0.0006405534,1,1,1,1,2,630.684448,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29457712,3.44132137,1,2,1,1.29928231,2,0,1,1
1,2020-06-22 10:00:07.030,7.498911,1,1,0.116122015,232.376312,1.16433966,1,1,0,3,206.9982,1,1,1,2,2,694.7738,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.397583,135.708786,7.607537,1,0.0006405534,1,1,1,1,2,630.53064,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29585755,3.44132137,1,2,1,1.30261469,2,0,1,1
1,2020-06-22 10:00:08.035,7.50852346,1,1,0.116122015,232.376312,1.1651082,1,1,0,3,206.9982,1,1,1,2,2,694.8916,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.397583,135.708786,7.607537,1,0.0006405534,1,1,1,1,2,630.646,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29585755,3.44132137,1,2,1,1.30261469,2,0,1,1
1,2020-06-22 10:00:09.040,7.511728,1,1,0.116122015,232.376312,1.17407453,1,1,0,3,206.9982,1,1,1,2,2,695.1663,2,46.91105,1,1006.75311,18.104332,12,2.0183897,149.397583,135.708786,7.607537,1,0.0006405534,1,1,1,1,2,630.684448,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29278445,3.44132137,1,2,1,1.30389643,2,0,1,1
1,2020-06-22 10:00:10.045,7.516214,1,1,0.116122015,232.376312,1.17036,1,1,0,3,206.9982,1,1,1,2,2,694.9701,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.397583,135.657516,7.607537,1,0.0006405534,1,1,1,1,2,630.3384,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29214418,3.44132137,1,2,1,1.30389643,2,0,1,1
1,2020-06-22 10:00:11.050,7.52486563,1,1,0.116122015,232.376312,1.15537345,1,1,0,3,206.9982,1,1,1,2,2,695.0486,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.657516,7.607537,1,0.0006405534,1,1,1,1,2,629.9923,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29214418,3.44132137,1,2,1,1.30389643,2,0,1,1
1,2020-06-22 10:00:12.055,7.53223562,1,1,0.116122015,232.376312,1.15498912,1,1,0,3,206.9982,1,1,1,2,2,694.9701,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.607537,1,0.0006405534,1,1,1,1,2,629.6078,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29214418,3.44132137,1,2,1,1.3067162,2,0,1,1
1,2020-06-22 10:00:13.060,7.539285,1,1,0.116122015,232.376312,1.14589477,1,1,0,3,206.9982,1,1,1,2,2,694.8916,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.606896,1,0.0006405534,1,1,1,1,2,629.1848,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29214418,3.44132137,1,2,1,1.30697262,2,0,1,1
1,2020-06-22 10:00:14.065,7.544732,1,1,0.116122015,232.376312,1.15089023,1,1,0,3,207.046264999999,1,1,1,2,2,694.8523,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.606896,1,0.0006405534,1,1,1,1,2,628.992554,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29214418,3.43812013,1,2,1,1.30697262,2,0,1,1
1,2020-06-22 10:00:15.070,7.546975,1,1,0.116122015,232.376312,1.15498912,1,1,0,3,207.046264999999,1,1,1,2,2,694.8523,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.606896,1,0.0006405534,1,1,1,1,2,628.761841,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29342473,3.43812013,1,2,1,1.305819,2,0,1,1
1,2020-06-22 10:00:16.075,7.552102,1,1,0.116122015,232.376312,1.15498912,1,1,0,3,207.046264999999,1,1,1,2,2,694.6953,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.606896,1,0.0006405534,1,1,1,1,2,628.261963,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29547346,3.43812013,1,2,1,1.305819,2,0,1,1
1,2020-06-22 10:00:17.080,7.55274299999999,1,1,0.116122015,232.376312,1.16562057,1,1,0,3,207.046264999999,1,1,1,2,2,694.656067,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.606896,1,0.0006405534,1,1,1,1,2,627.9928,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29547346,3.43812013,1,2,1,1.305819,2,0,1,1
1,2020-06-22 10:00:18.085,7.55530643,1,1,0.116122015,232.376312,1.16113746,1,1,0,3,207.046264999999,1,1,1,2,2,694.5383,2,46.91105,1,1006.75311,18.040247,12,2.0183897,149.602661,135.555,7.606896,1,0.0006405534,1,1,1,1,2,627.839,1,0.000256303465,1,0.0,0,0.000256303465,1,4,1,1.84568059,1,1,1,2,1.29547346,3.42531538,1,2,1,1.305819,2,0,1,1
