P206.Status,t_stamp,AIT202.Pv,P205.Status,P203.Status,FIT503.Pv,PIT501.Pv,FIT502.Pv,MV101.Status,P101.Status,AIT402.Pv,P1_STATE,PIT503.Pv,MV503.Status,P502.Status,P403.Status,MV502.Status,P2_STATE,LIT101.Pv,P6_STATE,AIT503.Pv,P204.Status,LIT301.Pv,AIT201.Pv,P5_STATE,PIT502.Pv,AIT502.Pv,AIT203.Pv,AIT501.Pv,MV504.Status,FIT301.Pv,MV302.Status,MV201.Status,P602.Status,MV303.Status,MV501.Status,LIT401.Pv,MV304.Status,FIT201.Pv,P3_STATE,FIT101.Pv,FIT504.Pv,FIT601.Pv,P302.Status,P4_STATE,P402.Status,AIT504.Pv,P301.Status,P601.Status,P102.Status,P401.Status,FIT401.Pv,DPIT301.Pv,P201.Status,P501.Status,MV301.Status,FIT501.Pv,UV401.Status,AIT401.Pv,P202.Status,P404.Status
1,2020-06-22 09:00:00,7.58702899999999,1,1,0.00230451626999999,28.1658554,0.00256180343999999,1,1,0,1,23.663805,1,1,1,1,1,602.412048,1,47.68008,1,1008.27515,54.6334267,1,16.73982,257.4468,175.237122,7.31978999999999,1,0.000896774756,1,1,1,1,1,830.4794,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.34555244,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:01,7.58702899999999,1,1,0.00230451626999999,28.1658554,0.00256180343999999,1,1,0,1,23.663805,1,1,1,1,1,602.3728,1,47.68008,1,1008.4754,54.6334267,1,16.73982,257.4468,175.237122,7.31978999999999,1,0.000896774756,1,1,1,1,1,830.5563,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.34555244,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:02,7.58190249999999,1,1,0.00230451626999999,28.1658554,0.00256180343999999,1,1,0,1,23.663805,1,1,1,1,1,602.2158,1,47.68008,1,1008.4754,54.6334267,1,16.7558384,257.4468,175.237122,7.31978999999999,1,0.000896774756,1,1,1,1,1,830.4409,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.34555244,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:03,7.57517338,1,1,0.00230451626999999,28.1658554,0.00256180343999999,1,1,0,1,23.663805,1,1,1,1,1,601.9018,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.472443,175.237122,7.31978999999999,1,0.000896774756,1,1,1,1,1,830.979248,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.65316582,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:04,7.56972599999999,1,1,0.00230451626999999,28.1658554,0.00256180343999999,1,1,0,1,23.663805,1,1,1,1,1,601.9018,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.574982,175.262756,7.31978999999999,1,0.000896774756,1,1,1,1,1,830.5947,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.65316582,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:05,7.56652164,1,1,0.00230451626999999,28.1658554,0.00256180343999999,1,1,0,1,23.663805,1,1,1,1,1,602.0981,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.574982,175.416565,7.322033,1,0.000896774756,1,1,1,1,1,830.786999999999,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.65316582,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:06,7.56139469,1,1,0.00230451626999999,28.1658554,0.00243371329,1,1,0,1,23.663805,1,1,1,1,1,601.8233,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.574982,175.416565,7.323635,1,0.000896774756,1,1,1,1,1,830.825439,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.49935913,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:07,7.5591516500000004,1,1,0.00230451626999999,28.1658554,0.00243371329,1,1,0,1,23.663805,1,1,1,1,1,602.1766,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.574982,175.416565,7.32395554,1,0.000896774756,1,1,1,1,1,830.8639,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.49935913,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:08,7.55626774,1,1,0.00230451626999999,28.1658554,0.00243371329,1,1,0,1,23.663805,1,1,1,1,1,602.412048,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.574982,175.416565,7.32395554,1,0.000896774756,1,1,1,1,1,830.6332,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.49935913,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
1,2020-06-22 09:00:09,7.55530643,1,1,0.00230451626999999,28.1658554,0.00243371329,1,1,0,1,23.663805,1,1,1,1,1,602.0981,1,47.8082542,1,1008.4754,54.6334267,1,16.7558384,257.574982,175.416565,7.32395554,1,0.000896774756,1,1,1,1,1,830.671630999999,1,0.0003844552,99,0,0,0.000256303465,1,1,1,2.49935913,1,1,1,1,0.000768295,3.75504184,1,1,1,0.00256344536,1,0,1,1
