P206.Status,t_stamp,AIT202.Pv,P205.Status,P203.Status,FIT503.Pv,PIT501.Pv,FIT502.Pv,MV101.Status,P101.Status,AIT402.Pv,P1_STATE,PIT503.Pv,MV503.Status,P502.Status,P403.Status,MV502.Status,P2_STATE,LIT101.Pv,P6_STATE,AIT503.Pv,P204.Status,LIT301.Pv,AIT201.Pv,P5_STATE,PIT502.Pv,AIT502.Pv,AIT203.Pv,AIT501.Pv,MV504.Status,FIT301.Pv,MV302.Status,MV201.Status,P602.Status,MV303.Status,MV501.Status,LIT401.Pv,MV304.Status,FIT201.Pv,P3_STATE,FIT101.Pv,FIT504.Pv,FIT601.Pv,P302.Status,P4_STATE,P402.Status,AIT504.Pv,P301.Status,P601.Status,P102.Status,P401.Status,FIT401.Pv,DPIT301.Pv,P201.Status,P501.Status,MV301.Status,FIT501.Pv,UV401.Status,AIT401.Pv,P202.Status,P404.Status
1,2020-06-29 10:00:00,8.722956,2,2,0.1129213,226.5605,1.20135772,1,2,0,3,200.63765,1,1,1,2,2,531.168335,2,57.4211731,1,275.690521,72.86593,12,3.05962253,173.0582,151.448349,7.177519,1,2.21580243,2,2,1,1,2,892.5019,1,2.3444078,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.35232735,18.8168258999999,2,2,1,1.35657525,2,0,1,1
1,2020-06-29 10:00:01,8.722956,2,2,0.114585668,226.5605,1.19956446,1,2,0,3,200.63765,1,1,1,2,2,530.422546,2,57.4211731,1,275.690521,72.86593,12,3.05962253,173.0582,151.448349,7.177519,1,2.21413684,2,2,1,1,2,892.540344,1,2.3444078,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.35232735,18.8072223999999,2,2,1,1.35657525,2,0,1,1
1,2020-06-29 10:00:02,8.722956,2,2,0.114585668,226.5605,1.205841,1,2,0,3,200.63765,1,1,1,2,2,530.304749,2,57.4211731,1,275.690521,72.9300155999999,12,3.05962253,173.0582,151.448349,7.177519,1,2.21259952,2,2,1,1,2,892.617249,1,2.3444078,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3502785,18.8072223999999,2,2,1,1.35657525,2,0,1,1
1,2020-06-29 10:00:03,8.722956,2,2,0.114585668,226.5605,1.214423,1,2,0,3,200.63765,1,1,1,2,2,529.401999999999,2,57.4211731,1,275.690521,72.9300155999999,12,3.05962253,173.0582,151.884125,7.177519,1,2.21259952,2,2,1,1,2,892.6557,1,2.3444078,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3483578,18.8104229,2,2,1,1.3567034,2,0,1,1
1,2020-06-29 10:00:04,8.722956,2,2,0.114585668,226.5605,1.21006787,1,2,0,3,200.63765,1,1,1,2,2,529.5197,2,57.4211731,1,275.970917,73.0261459,12,3.05962253,173.0582,151.884125,7.177519,1,2.21259952,2,2,1,1,2,892.617249,1,2.345433,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3483578,18.8104229,2,2,1,1.35836971,2,0,1,1
1,2020-06-29 10:00:05,8.722956,2,2,0.114585668,226.5605,1.213014,1,2,0,3,200.63765,1,1,1,2,2,528.9309,2,57.4211731,1,276.010956,73.12228,12,3.05962253,173.0582,151.884125,7.177519,1,2.21349645,2,2,1,1,2,892.7326,1,2.345433,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3483578,18.8104229,2,2,1,1.35836971,2,0,1,1
1,2020-06-29 10:00:06,8.722956,2,2,0.114585668,226.5605,1.21557581,1,2,0,3,200.63765,1,1,1,2,2,529.048645,2,57.4211731,1,276.4115,73.12228,12,3.05962253,172.827484,151.884125,7.177519,1,2.21349645,2,2,1,1,2,892.694152999999,1,2.345433,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3483578,18.7399959999999,2,2,1,1.35836971,2,0,1,1
1,2020-06-29 10:00:07,8.722956,2,2,0.114585668,226.5605,1.21557581,1,2,0,3,200.63765,1,1,1,2,2,528.1851,2,57.4211731,1,276.4115,73.12228,12,3.05962253,172.827484,151.884125,7.177519,1,2.21349645,2,2,1,1,2,892.540344,1,2.343639,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3483578,18.7399959999999,2,2,1,1.35760069,2,0,1,1
1,2020-06-29 10:00:08,8.722956,2,2,0.114585668,226.5605,1.22467017,1,2,0,3,200.63765,1,1,1,2,2,527.753357,2,57.4211731,1,276.4115,73.12228,12,3.05962253,172.827484,151.884125,7.177519,1,2.219005,2,2,1,1,2,892.694152999999,1,2.34312629999999,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.3483578,18.7399959999999,2,2,1,1.35760069,2,0,1,1
1,2020-06-29 10:00:09,8.722956,2,2,0.114585668,226.672652999999,1.21826565,1,2,0,3,200.63765,1,1,1,2,2,527.243042,2,57.4211731,1,276.4115,73.09023,12,3.05962253,172.827484,151.884125,7.177519,1,2.21964574,2,2,1,1,2,892.8095,1,2.34287,7,0.0,0.0,0.000256303465,1,4,1,2.268649,2,1,1,2,1.346437,18.7399959999999,2,2,1,1.35760069,2,0,1,1
